use#v#1161188,использовать
heavy_hitter#n#10186495,
Curculionidae#n#2180896,Долгоносики
Phrygian#n#6956140,
shank#n#4190706,
geriatric#a#2927852,
Balboa#n#10851456,Бальбоа
adiabatic_process#n#13448654,адиабатический процесс
swell#n#9475890,
virtu#n#4545111,
quahog#n#1960679,
concave#a#537672,вогнутый
closed_gentian#n#12315240,
binoculars#n#2844544,бинокль
Hevea#n#12946596,Гевея
short#a#1438878,краткий,маленький,малый,короткий,низкий,куцый,неполный,небольшой
Apocryphal#a#2643873,
granadilla#n#12404254,
claret#n#7911410,бордо (винодельческий регион)
hide-and-seek#n#485921,прятки
know-how#n#5624569,ноу-хау
Gavialis#n#1702178,
iridic#a#2863564,
scantling#n#4150430,
Grant#n#11031394,Грант
ultimate#n#4736257,the ultimates
eddy#n#7447573,эдди
descriptive_adjective#n#6332925,
cobalt_blue#n#14695905,тенарова синь
masonic#a#2906670,
barley#n#12143761,ячмень обыкновенный
tabard#n#4385576,табард
rounders#n#477151,английская лапта
dead_duck#n#14502670,
space_program#n#5909323,список космических агентств
medalist#n#10324581,
Anserinae#n#1860664,Гусиные
ovotestis#n#5523196,
exogenous_obesity#n#5007882,ожирение
Avicenna#n#10849337,Ибн Сина
Bungarus#n#1753561,Крайты
Gdansk#n#9006112,Гданьск
Ceratopsidae#n#1706507,Цератопсиды
xerographic#a#3142526,
surface_gauge#n#4369711,
highlight#n#4959297,
Thorndike#n#11361132,Торндайк
nephrocalcinosis#n#14138936,
bongo#n#2873098,бонго
Ichyostega#n#1630972,
inoffensive#a#1631640,
presentation#n#5088641,
Boyle#n#10879943,Бойл
ding#n#7397857,вещь
boron_trifluoride#n#14808270,трифторид бора
two-hitter#n#476284,
sunset#n#7358615,закат
wrench#n#14322572,гаечный ключ
staggerer#n#10665293,
examiner#n#10087775,
appositional#a#2646592,
bi-fold_door#n#2839718,
furunculosis#n#14250970,фурункул
carrot_juice#n#7941848,
gold-crowned_kinglet#n#1566742,
iodotyrosine#n#14859174,
place#n#8659612,место
blacktail_jackrabbit#n#2330087,
cosmological_constant#n#13610749,космологическая постоянная
latakia#n#14739762,латакия
low-rise#a#1221468,
Diapensiaceae#n#12270930,Диапенсиевые
mucosal#a#2878787,
paleocortical#a#3022412,
rhinoscopy#n#645015,
entertainment_deduction#n#13332239,
alley_cat#n#2125162,
prisoners_base#n#461602,
Pusey#n#11268987,
Brobdingnagian#a#2682128,
fish_knife#n#3357212,нож
alpha-naphthol_test#n#14633962,
poplin#n#3989970,поплин
bladderpod#n#11920231,
douglas_fir#n#11648907,псевдотсуга мензиса
cauliflower#n#7730848,цветная капуста
Peel#n#11248029,Пил
index#n#6503777,index
capital_account#n#13376519,
white-tailed_kite#n#1612032,
squash_racket#n#4299552,
lambert#n#13661999,ламберт
stone_pine#n#11632209,пиния
cost-plus_contract#n#6534775,
unreserved#a#1995806,
beechnut#n#7787058,
Anthoceros#n#11559167,
Wheatstone_bridge#n#4582047,Измерительный мост
criminological#a#2931176,
ilang-ilang#n#11716680,иланг-иланг
Trichoceros#n#12105986,
Sanguinaria#n#11928408,
parapet#n#3895200,парапет
rhomboid#a#3123324,
canary#n#9910114,
flageolet#n#3360314,флажолет (музыкальный инструмент)
activation#n#237688,
coral_drops#n#12464241,
marrow#n#7889033,
Anasazi#n#9667311,Анасази
kitchen_police#n#10257253,
labor_coach#n#10260721,
Berlin#n#10867050,Берлин
covey#n#8327239,стадо
micrometer#n#3765190,микрометр гладкий
shy#n#107708,застенчивость
hematochezia#n#13513490,
vulvectomy#n#717928,
universalistic#a#3154954,
New_Years_Day#n#15207024,
belted_kingfisher#n#1830737,опоясанный пегий зимородок
dental_hygienist#n#10023532,
reshuffle#n#341488,
spender#n#10654673,
baby#n#9846765,младенец
cecal#a#2695479,
fly-by-night#n#10118157,
blue_succory#n#11967387,
wastage#n#13349295,
venire_facias#n#6566522,
Oran#n#8724477,Оран
katharobe#n#13145288,
footboard#n#3384307,
fruitcake#n#7646959,кекс
execution#n#13498665,смертная казнь
minivan#n#3776212,минивэн
unwrinkled#a#1363608,
vigesimal#a#2835764,
pine#n#11629336,сосна
Morton#n#11213048,Мортон
Agathis#n#11667582,Агатис
felo-de-se#n#224135,
mandarin#n#10309332,мандарин
hemoglobinuria#n#14337910,гемоглобинурия
pooch#n#2087384,
zombie#n#7935405,
catoptric#a#2695294,
foot-poundal#n#13750041,
box#n#2887466,коробка
locust#n#12515901,саранча
dissent#n#7223965,инакомыслие
sallet#n#4137990,салад
Scorpaenidae#n#2645060,Скорпеновые
Nycticorax#n#2013246,
stoloniferous#a#2656068,
Bairava#n#9552041,
protectorate#n#8644891,протекторат
cryonic#a#2717329,
common_American_shad#n#2533268,
Clausewitz#n#10919499,Клаузевиц,Карл фон
Lampris#n#2548318,Опахи
spindle_tree#n#12769809,бересклет
candlenut#n#11710426,лумбанг
bird_cherry#n#12668137,
sagebrush_buttercup#n#11742313,
squirreltail_barley#n#12144449,
dwarf_banana#n#12373156,
Thule#n#8974216,Туле (легендарный остров)
phyllo#n#7643677,филло
distance#n#8573923,расстояние
embolectomy#n#674477,
Ostracodermi#n#1477282,Остракодермы
stage_fright#n#7536802,страх сцены
stem_blight#n#14242369,
Gasterosteus#n#1457782,Трёхиглые колюшки
Castro#n#10906681,Кастро
Tarsius#n#2504063,Долгопяты
saccharic_acid#n#14763913,
Matterhorn#n#9372089,Маттерхорн
onside#a#1656475,
marsh_gas#n#14972403,метан
Texan#a#3136060,техасский
blister#n#13109618,кожная мозоль
Kuchean#n#6981692,Тохарские языки
atelectasis#n#14526480,ателектаз
Cercosporella#n#13100535,
cry#n#7027866,плач
erythropoietic#a#2733237,
palingenetic#a#2698171,
goniometer#n#3452838,гониометр
pheochromocytoma#n#14273714,феохромоцитома
Macedonian_War#n#1288060,Македонские войны
Melursus#n#2136892,Губач
Valencia#n#9185870,Валенсия
initial_public_offering#n#1096499,первичное публичное предложение
obiter_dictum#n#6778678,
rockfish#n#2646743,
impoundment#n#87117,
Pauling#n#11246923,
massasauga#n#1760318,цепочный карликовый гремучник
figure_eight#n#558221,
phenotypical#a#2953684,
escargot#n#7798451,эскарго
hail#n#6643557,град
total_depravity#n#6201762,
spinnaker#n#4285585,спинакер
redundancy#n#5738108,
commitment#n#1168182,вовлеченность персонала
prairie_gourd#n#12183275,тыква вонючая
developer#n#3187578,девелопер
quarterback#n#727818,квотербек
costochondritis#n#14365057,
peduncle#n#13152793,
Montez#n#11207461,Монтес
chesterfield#n#3018803,честерфилд (англия)
unconfined#a#561651,
Waite#n#11390309,
roomette#n#4114692,
Levi-Strauss#n#11150103,Леви-Стросс,Клод
disrespectful#a#2001702,
round_steak#n#7678020,ромштекс
Cladonia#n#13011698,Кладония
Psittacus#n#1820413,Жако
safety_arch#n#4132793,
tipstaff#n#7282500,
unaccompanied#a#2259926,
postbox#n#3995432,почтовый ящик
Cancer#n#9255594,Злокачественная опухоль
Accra#n#8966337,Аккра
durian#n#12211386,
sociopathic#a#2809996,
ectoproct#n#2316810,мшанки
indestructible#a#741912,
Gandhian#a#3043523,
fictile#a#2738315,
aldermanic#a#3051617,
date#n#15185626,
thrifty#a#2429932,
nonpareil#n#7636873,
stemmatic#a#2814122,
transurethral_resection_of_the_prostate#n#695341,
Glengarry#n#3444555,Гленгарри
wood_thrush#n#1562445,
insecticidal#a#2760462,
floating-moss#n#12979834,
Johnson#n#11108049,Джонсон
Ameiuridae#n#2521444,
Sphyrapicus#n#1843609,Дятлы-сосуны
plains_pocket_mouse#n#2352042,
lip_reader#n#10285087,
Humperdinck#n#11086611,Хумпердинк,Энгельберт
demitasse#n#3179397,
Mercurial#a#2877956,
close_supporting_fire#n#990782,
bargaining_chip#n#5164056,
contradictory#n#13805471,противоречие
Nevelson#n#11224679,
four-pounder#n#3393557,
gardener#n#10140328,
hypothalamic#a#2994161,
anasarca#n#14339324,
striker#n#10683184,нападающий (футбол)
Spitsbergen#n#8782550,Западный Шпицберген
hypo-eutectoid_steel#n#14938342,
western_red-backed_salamander#n#1639151,
secondary_censorship#n#824205,
noncurrent#a#671807,
digitoxin#n#3202350,
noncombinative#a#474800,
remote-control_bomb#n#4082272,
carouse#n#512052,
fingerless#a#949616,
omissive#a#2775962,
accretion#n#13446598,
place#n#13971047,место
purloo#n#7605748,
milk_bar#n#3770141,
vesical#a#3155330,
Hemipteronatus#n#2612096,
unaccompanied#a#2258801,
monkey_ladder#n#3788222,
Kalinin#n#11116023,Калинин
religious#a#1787508,религиозный
Venetian#a#2982365,венетский,венетский
blueprint_paper#n#14806309,
suspense#n#5707735,саспенс
end#n#729363,
biosafety_level_4#n#14452554,
take-up#n#194854,
belted_sandfish#n#2571438,
Oryctolagus#n#2327369,Дикий кролик
Gilbert#n#11019580,Гильберт
Hyperoglyphe#n#2637643,Гипероглифы
Benedictine#n#10132203,Бенедиктинцы
sapsago#n#7871164,шабцигер
genus_Archaeopteryx#n#1518705,
Greenpeace#n#8038840,Гринпис
sexual_harassment#n#426784,сексуальное домогательство
arithmetician#n#9827774,арифметика
Tashmit#n#9545256,
minute#n#6518306,минута
gallinaceous#a#3004766,
contumacy#n#1183348,
Spyeria#n#2280995,
strawflower#n#12495747,
ephemeris#n#6438535,эфемерида
discount_rate#n#13340275,ставка дисконтирования
pineal#a#3111385,
save-all#n#4146831,
lypressin#n#3704472,антидиуретический гормон
incense_wood#n#12714218,
pyrrhic#n#543621,пиррихий
refocusing#n#376746,
noticer#n#10383059,
pueblo#n#8691011,пуэбло
choker#n#3028565,
exclamation#n#7224528,
slide_rule#n#4245869,логарифмическая линейка
glass_eye#n#3443876,
tetanic#a#3135869,
limbers#n#3674693,орудийный передок
Shona#a#3148039,
partial_eclipse#n#7383944,затмение
silver_tree#n#12221848,
Jain#a#2936655,
raspberry#n#7761442,
lion-jaw_forceps#n#3681233,
viscount#n#10775483,виконт
Barkley#n#10854286,Баркли
syllabub#n#7628767,
phytelephas#n#12614926,фителефас
malady#n#14587509,болезнь
slipper_spurge#n#12948831,
protozoological#a#2902985,
Halle#n#8790931,Галле
polymorphism#n#11513666,полиморфизм
Podargus#n#1839594,Австралийские широкороты
Ehrlich#n#10973597,Эрлих
rock_brake#n#13231103,
dachshund#n#2091884,такса
midi#a#1435769,
bighorn#n#2418223,толсторог
noncrucial#a#659794,
crumbliness#n#4946919,
noblesse#n#8405234,
sclerotomy#n#692794,
contract#n#6532935,договор
wahoo#n#2627888,ваху
Tacitus#n#11348519,Публий Корнелий Тацит
lactogenic#a#2765315,
unmodified#a#1545181,
king#n#3623428,монарх
soft_option#n#5800699,
Shema#n#7047522,Шма
band#n#2787241,
Lascaux#n#9359322,Пещера Ласко
bed_ground#n#8516385,
rasp#n#4061782,рашпиль
smut_grass#n#12161028,
Merton#n#11196787,
intervertebral_disc#n#5292116,межпозвоночный диск
quartermaster#n#10518571,квартирмейстер
insecure#a#2102035,неуверенный
Donnean#a#3042267,
deep#a#693335,густой,густой,глубокий,низкий
incapacity#n#5215114,правоспособность
humorous#a#1267446,
plaintiveness#n#7550818,
Antennariidae#n#2551621,Клоуновые
Tongan#n#9769741,
Utopianism#n#6231268,Утопия
aerobe#n#1329538,аэробы
venerator#n#10767216,
cab#n#2934397,
naked_option#n#81294,
Karelian#n#9726142,
Mansi#n#6971880,
dense-leaved_elodea#n#12635524,
oleophobic#a#494640,
cenobitic#a#2697367,
end-all#n#5990533,
sand_cherry#n#12669185,слива карликовая
phantom_orchid#n#12081047,
wire_matrix_printer#n#4602612,
Bombina#n#1651135,Краснобрюхая жерлянка
battery_acid#n#14798026,серная кислота
pulse#n#7724791,пульс
mercantile#a#3006990,
mine_detector#n#3774218,минный трал
tarpan#n#2384261,тарпан
flibbertigibbet#n#10115895,
roadhouse#n#4104179,
tributyrin#n#14812766,
abolitionary#a#3150420,
law_of_constant_proportion#n#5889461,закон постоянства состава
spur#n#13109895,шпоры
squib#n#4300588,
batiste#n#2812376,батист
short_covering#n#80916,
free_living#n#4938218,
good_faith#n#4879211,bona fides
Jones#n#11110502,Джонс
cardiac_tamponade#n#14532180,тампонада сердца
settlement#n#7192584,
palisade#n#3884660,палисад
fractional_currency#n#13407507,
development#n#7082671,
dipstick#n#3209120,щуп
Sikh#a#2808373,
tanned#a#1663781,
alkaloidal#a#2622360,
straightedge#n#4338581,
treasury_stock#n#13441124,казначейская акция
statute_of_limitations#n#6545475,срок давности
Molossidae#n#2151788,Бульдоговые летучие мыши
beef_fondue#n#7884021,
beggar-my-neighbor_policy#n#5910608,
shouldered_arch#n#4214663,
synchrocyclotron#n#4381994,посуда
daisyleaf_grape_fern#n#12982002,
vocalic#a#2295008,
WATS#n#4571228,
Roman_calendar#n#15198877,Римский календарь
dimorphism#n#11513483,
ukase#n#6553292,указ
Palinurus#n#1987188,Палинур
phonetic#a#2868815,фонетический
anopheline#a#2637674,
hot_line#n#3548192,горячая линия
Montespan#n#11206675,
Pahlavi#n#6987506,
unalarming#a#198152,
Capreolus#n#2436057,Косули
psaltery#n#4023240,псалтерий
cold_comfort#n#7508068,
Mucoraceae#n#12993726,
Harris#n#11050256,Харрис
Poitou-Charentes#n#8963997,Пуату — Шаранта
golden_polypody#n#13197946,флебодиум золотистый
bullfinch#n#1536796,
abomination#n#746729,
Nepalese#n#9743480,Непали
false_pretense#n#773515,
dawah#n#732434,дават
pink_calla#n#11814493,
Graf#n#11030015,Граф (титул)
animist#a#2634731,
Cypraeidae#n#1955673,Каури (семейство)
Antofagasta#n#8738978,Антофагаста
aggravation#n#375643,
Nice#n#8957024,Ницца
holystone#n#9328135,
cartridge_brass#n#14818704,латунь
comb-footed_spider#n#1776738,пауки-тенётники
peninsular#a#3109709,
bleeding_tooth#n#1949468,
rosebud#n#10558717,
ichneumon#n#2140540,
Cocos#n#12608447,
heirloom#n#13285693,
tertian#a#3135632,
long-tailed_porcupine#n#2350225,длиннохвостый дикобраз
genus_Grison#n#2452095,
trigger#n#157210,триггер
olive#n#12321697,олива европейская
Leviticus#n#6444705,Книга Левит
microelectronic#a#2913320,
scarlet_wisteria_tree#n#12590356,
cypress_vine#n#12848030,
permissive#a#1767351,
Collocalia#n#1835620,Саланганы
Citharichthys#n#2664711,
anuran#a#2641889,
systematic#a#2391502,
lexicostatistics#n#6189290,
left-handed_pitcher#n#10272618,
colonoscope#n#3075292,колоноскопия
Conopodium#n#12956742,
Urodella#n#1631091,
chicken_snake#n#1735630,
biogeographic#a#2676347,
sarcosporidian#n#1428955,
Peromyscus#n#2339103,Белоногие хомячки
voicer#n#10778617,
Oakley#n#11230796,Окли
stokes_aster#n#12040653,
Essene#n#9675059,Ессеи
heave#n#106091,
Xiphias#n#2632211,Меч-рыба
exuvial#a#2952850,
grounds#n#9317890,
straight-line_method#n#13349600,
bunfight#n#7462832,
cortege#n#8446439,ru:шансон
divide#n#14006177,
Hirundo#n#1597252,Настоящие ласточки
miniskirt#n#3775972,мини-юбка
warning#n#7227534,warning
Spode#n#11331812,
composition#n#6421395,композиция
genus_Sabbatia#n#12318520,
top#n#4461511,волчок (игрушка)
accretion#n#13446418,
lipomatosis#n#14139281,
pea_shooter#n#3909050,
wolfhound#n#2093127,волкодав
untreated#a#1962720,
millenarian#a#2876300,
washwoman#n#10788856,
potassium-argon_dating#n#994630,
Lucretius#n#11164058,Мастерс,Эдгар Ли
Asch#n#10845158,Аш
run-up#n#477799,
monatomic#a#2896070,
Pelham#n#3912582,
initiate#n#7965104,инициация
circulation#n#11459145,циркуляция
contadino#n#9636148,
fizz#n#7935550,
Bede#n#10860365,Беда Достопочтенный
shunt#n#4217925,
gang#n#3420273,
radio_interferometer#n#4049712,
agnomen#n#6345388,агномен
Panofsky#n#11241946,Панофский
pariah_dog#n#2087770,
Cadiz#n#9047821,Кадис
black_tie#n#2850869,
Williams#n#11409614,Уильямс
garden_orache#n#11851569,
Nasua#n#2512036,Носухи
steeplejack#n#10673232,
Dall_sheep#n#2417899,Баран Далла
backhand_drive#n#569094,
tau_coefficient_of_correlation#n#6044743,
Synagrops#n#2569832,
rehabilitation#n#1244544,
shadow_box#n#4189195,
saxicolous#a#3126027,
satori#n#5996854,сатори
Monaco-Ville#n#8990476,Монако (город)
small-particle_pollution#n#14541821,
Huntingtons_chorea#n#14180458,Болезнь Хантингтона
loon#n#2051742,гагары
Sinanthropus#n#2476614,
decompression#n#617881,декомпрессия
Meliphagidae#n#1529276,Медососовые
question#n#7176710,вопрос
plenum#n#3972538,пленум
thurifer#n#10729820,кадило
poikilotherm#n#1318072,пойкилотермия
Madeira#n#9007929,Мадейра
pro-choice_faction#n#8434238,
wild_wheat#n#12163922,
Thelephoraceae#n#13035800,
diatonic#a#410966,
pabulum#n#5819406,
Dibranchiata#n#1971744,Двужаберные
injunction#n#6554821,судебный запрет
vicious_circle#n#6768053,порочный круг
cynthia_moth#n#2306237,samia cynthia
periwinkle#n#7798644,
heavy#a#1195161,тяжёлый,густой
cotillion#n#537692,котильон
ambassadorial#a#3052360,
Melanoplus#n#2230082,
gomphothere#n#2509414,гомфотериевые
continuous#a#597095,постоянный,сплошной
quartan#a#3009408,
critical_mass#n#5115712,критическая масса
Languedoc-Roussillon#n#8962553,Лангедок — Руссильон
title#n#6357590,титул
suppurative#a#2816558,
glycolic_acid#n#14912275,гликолевая кислота
weekender#n#10792140,
Taney#n#11350687,
maxillodental#a#2889556,
Pharisee#n#10440928,Фарисеи
retrobulbar_neuritis#n#14376884,воспаление глазного нерва
time-switch#n#4445777,
fusion#n#700770,фьюжн
spruce_bark_beetle#n#2183079,короеды
Maltese#a#3095270,мальтийский
push-down_queue#n#6514045,
wedding_picture#n#4576491,
ashamed#a#155165,
Pueraria#n#12587314,
columbite-tantalite#n#14696534,колумбит-танталит
effective#a#837737,
oophorosalpingectomy#n#687935,
weeper#n#10792708,
camphor_oil#n#14815372,камфора
Kansas_City#n#9129720,
potato#n#12918253,картофель
horn#n#3541941,хорн
Chaldean#n#9661306,
Tobagonian#a#3137038,
schizogony#n#13574621,деление прокариотических клеток
big_time#n#14498738,
Lloyd_Webber#n#11156395,Ллойд Уэббер
union#a#2483666,
gitana#n#10151035,
assignation#n#1234000,цессия
transmission#n#6261911,передача
Shepard#n#11317253,Шепард
loader#n#10288202,загрузчик
Odobenidae#n#2083934,Моржовые
dislodgment#n#396007,
countercoup#n#1147732,
shimmy#n#534572,
Spheniscidae#n#2058085,Пингвиновые
Iwo_Jima#n#8946841,Ио (Кадзан)
lesser_spearwort#n#11742111,
Gambelia#n#1682478,Леопардовые ящерицы
xylosma#n#12401612,
Gibson#n#11018113,Gibson
Lhasa#n#2101065,Лхаса
maulstick#n#3737373,муштабель
stroke#n#350195,инсульт
concussion#n#7424530,сотрясение мозга
Valparaiso#n#8739917,Вальпараисо
Doppler_effect#n#11533612,Эффект Доплера
barbasco#n#12120704,
autotomic#a#2663195,
purulence#n#14336027,гной
Monario#n#6909905,
molucca_balm#n#12878539,
petcock#n#3925930,
lenitive#n#3661700,
basso_profundo#n#6885529,бас-профундо
mid-off#n#729516,
guillotine#n#3472000,гильотина
Mansart#n#11174345,Мансар
bid_price#n#13325208,бид
Oslo#n#8782902,Осло
rigmarole#n#1028258,
Howe#n#11082419,Хау
ballcock#n#2783611,
psychomotor#a#2925183,
Ruritanian#n#9626841,
Tuscan#n#9737092,
Hydromys#n#2337659,
giant#n#8073223,гигант
Fechner#n#10988050,Фехнер
jargon#n#7085057,жаргон
claw#n#2158792,коготь
radioprotection#n#14564057,
striped_bass#n#2570718,полосатый лаврак
double_bar#n#6877950,такт (музыка)
redfish#n#2537889,
requiem_shark#n#1491559,серые акулы
Mobile#n#9076943,Мобил
Ptolemaic#a#3045036,
drivers_license#n#6562197,водительское удостоверение
dwarf_juniper#n#11658442,
freeloader#n#10130662,
wing_case#n#2155211,надкрылья
LaSalle#n#11138195,Ла Салль
probationer#n#10497170,испытательный срок (уголовное право)
fairy-ring_mushroom#n#13027654,
nontechnical#a#1112807,
Acnidosporidia#n#1428458,
duct#n#13111816,
anoxemic#a#2638204,
mutagenesis#n#7440708,мутагенез
laced#a#255382,
elevation#n#13858749,возвышение (география)
weight#n#5034009,вес
nephritic#a#2894903,
Sinitic#a#2976449,
Stavanger#n#8783293,Ставангер
spring-cleaning#n#252503,
stagehand#n#10664831,
trim#n#360729,
whole_shebang#n#14485263,
rabbiteye_blueberry#n#12267719,голубика прутьевидная
staple#n#4310396,
Argentinidae#n#2545229,
power_steering#n#4003207,усилители рулевого управления
Yevtushenko#n#11423011,ru:Евтушенко,Евгений Александрович
windjammer#n#4594630,винджаммер
agrology#n#6075817,
tail#n#4391286,хвост
stripe#n#4690493,
Zizania#n#12166319,
Lamarckian#a#3025417,
recission#n#233730,
Matthew#n#6453277,Маттиас
dripping_pan#n#3247093,
commination#n#7204439,
cardinal_flower#n#12189267,лобелия пурпурная
Xiphosura#n#1790042,Мечехвосты
wag#n#348478,
astatine#n#14653739,астат
nominal#a#2779730,именной
Arales#n#11798860,
role#n#723312,социальная роль
genus_Proconsul#n#2481293,
distemper#n#14287544,
genus_Wisteria#n#12600952,
canicular#a#2688286,
Marti#n#11179408,
censorial#a#2698315,
push-button_radio#n#4033843,
old_lady#n#10395013,
basaltic#a#2669859,
Handy#n#11047881,
crest#n#1328656,
adenocarcinomatous#a#2613840,
oil-hardened_steel#n#14992696,
right_of_election#n#5196069,
malheur_wire_lettuce#n#11918369,
milking_stool#n#3770663,
fatback#n#7687014,шпик
Leuwenhoek#n#11149798,
Halicoeres#n#2611338,
walloper#n#10784766,
Archean#n#15154172,Архей
basketball_equipment#n#2805887,
Cinnamomum#n#11724870,Коричник
melanoderma#n#4983834,
lowness#n#5105107,
slagheap#n#7979605,
comedown#n#274445,
preamble#n#6409733,преамбула
veinal#a#2962762,
preliminary_prospectus#n#7180429,
gig#n#3441801,
seaside_alder#n#12305712,
Benny#n#10865020,Бенни
prairie_birds-foot_trefoil#n#12565737,
basil_balm#n#12880032,
exercise_bike#n#3307616,велотренажёр
fourpence#n#13412435,гроут
dry#a#2566037,сухой
retrograde#a#131223,
federal_savings_bank#n#8441619,
stocking_filler#n#13290341,
Furnariidae#n#1555164,Печниковые
Gelsemium#n#12506316,Гельземий
Microscopium#n#9377039,Микроскоп (созвездие)
bugloss#n#12838454,
quarter_tone#n#6872359,четвертитоновая музыка
Dentaria#n#11902032,Сердечник (растение)
black_cohosh#n#11749414,
needlebush#n#12239806,
pterodactyl#n#1726220,
Liliuokalani#n#11151971,Лилиуокалани
car_pool#n#8257405,carpool
Damascene#n#9753012,
palace#n#3883542,дворец
beaugregory#n#2609381,
rill#n#9433338,
bourn#n#8530144,
mucinoid#a#2914587,
ringside#n#4100572,
arduousness#n#4717035,
rissole#n#7882253,рисолле
Cornish#a#2715080,
paper_chromatography#n#13553130,бумажная хроматография
Tricholoma#n#13037509,Трихолома
high-level_formatting#n#6649674,
throw-in#n#107957,вбрасывание мяча (футбол)
Annapolis#n#9116801,Аннаполис (Мэриленд)
sericultural#a#3127892,
unsinkable#a#2221493,нетонущий
identity#n#13808960,тождество
mufti#n#3802786,муфтий
Shaw#n#11316269,Шоу
watch_key#n#4564102,
chipolata#n#7692170,
gnathostome#n#1482461,челюстноротые
yellow-throated_marten#n#2453756,харза
Natta#n#11221254,
Arkansan#n#9760662,Арканзас
white_hope#n#10798667,
avuncular#a#2665253,
Inge#n#11091667,
cool#a#2541827,сухой,клёвый,крутой,прохладный
plum-fruited_yew#n#11679160,
ultramarine#n#15107713,ультрамарин
clinometer#n#3047783,инклинометр
herb_mercury#n#12944796,
ovarian_pregnancy#n#14071029,
dwarf_tulip#n#12474941,
fundamental_quantity#n#13597072,
groan#n#7141091,
Panipat#n#1292490,Панипат
Mugil#n#2604219,Серые кефали
caff#n#2939665,
nonjudgmental#a#652427,
birds_foot_trefoil#n#12594825,лядвенец рогатый
Doctorow#n#10957874,Доктороу
playbill#n#6761417,
Dulles#n#10964678,Даллес
passive#a#42449,
purdah#n#8396613,
priestcraft#n#5917321,
printer#n#4011143,
hircine#a#2753473,
string#n#4345281,струна
foster_care#n#1134314,foster care
bulla#n#2919153,була
outdoor#a#3106829,
Muhlenbergia#n#12145915,
hermit_thrush#n#1562118,дрозд-отшельник
Mencken#n#11193021,Менкен,Генри Луис
Sodom#n#8813506,Содом
counterattraction#n#6628089,
Carnegie#n#10902954,Карнеги
roll-on#n#4110759,
vestiary#a#3140251,
quatercentennial#n#15276703,
almoner#n#9804677,
hang-up#n#5713431,
Tagalog#n#6952763,Тагальский язык
fare#n#10098423,
viricide#n#15072860,
glissade#n#535381,
pen_name#n#6350023,криптоним
casing#n#2981281,
Memphis#n#8919578,Мемфис (Теннесси)
alendronate#n#2699243,
Palau#n#9000318,Палау
mouse-ear_hawkweed#n#12024589,ястребинка волосистая
reverence#n#1230591,
generator#n#10145714,генератор
explication#n#6756057,экспликация (философия)
slickness#n#4954805,
type#n#8128385,
ballast#n#2782868,
Loeb#n#11157165,
chase#n#3013937,chase
Rissa#n#2045291,
Morgan#n#2381981,Морган
daphnia#n#1997564,дафнии
propylthiouracil#n#14716363,
black_belt#n#7282871,
Hymenophyllaceae#n#12972225,
Gaussian#a#3039519,
Rwandan#n#9768840,
chickpea#n#7742071,нут (растение)
Dicranopteris#n#13191396,
Cuculiformes#n#1825064,Кукушкообразные
Hydrobates#n#2063726,Прямохвостая качурка
panoramic_sight#n#3889929,
plunk#n#7404907,
irresponsible#a#2005010,
Stanford_University#n#4309878,Стэнфордский университет
malversation#n#737130,
emaciate#v#389909,
delivery_truck#n#3178595,
aldehydic#a#2621334,
going#n#48792,
chlorine_water#n#14834202,
Andean#a#3037367,
iliolumbar_artery#n#5355419,
broadcasting#n#6287350,
warble#n#2197909,интрацеребральный миаз
rescuer#n#10542352,
Valerianaceae#n#12970482,
character_actor#n#9928821,характерный актёр
pyrrhic#a#3118518,
estimated_tax#n#13331561,
continuity#n#7023509,непрерывность
catatonic#a#3065956,
Cottus#n#2647773,
Ono#n#11235195,Оно
crab_cactus#n#11874948,
Notophthalmus#n#1633436,
perpetual_motion#n#14029034,вечный двигатель
sleeper#n#4242877,
final#n#7481972,финал
morality_play#n#7031558,моралите
uncousinly#a#455680,
J#n#6845190,J (латиница)
fesse#n#3335065,пояс (геральдика)
shoulder_patch#n#4215132,
polling_booth#n#3984779,кабина для голосования
Salk_vaccine#n#4137798,Солк,Джонас
sapidity#n#5003278,
spandex#n#4274275,полиуретановые волокна
agranulocytosis#n#14095378,агранулоцитоз
difference#n#13881504,
decorator#n#10018427,декоратор
heuristic#a#93786,
average#n#13842867,показатели центра распределения
chard#n#7736022,мангольд
pneumonic#a#2946622,
Hertzian#a#3083946,
common_spotted_orchid#n#12079323,пальчатокоренник фукса
enzyme-linked-immunosorbent_serologic_assay#n#793536,
fluff#n#14781933,
khamsin#n#11462848,хамсин
bowl#n#2884787,миска
cinnamon_fern#n#12974679,
indigestible#a#1186291,
letters#n#5760419,письмо
Sclerodermatales#n#12989168,
tosser#n#10736704,
natriuretic#a#2778368,
Anglo-Saxon#n#9721373,Англосаксы
beanfeast#n#8271116,
Mbeya#n#9058107,Мбея
Maitland#n#11170461,Мейтленд
bank_identification_number#n#6437204,
stool_pigeon#n#4334248,осведомитель
Nepidae#n#2244945,Водяные скорпионы
Batrachoididae#n#2551153,Жабовидные рыбы
untucked#a#2476464,
acetonic#a#2611010,
Lo/Ovral#n#3695166,
hen#n#1323614,
ephemeron#n#2163730,
antigenic#a#2640538,
environmental#a#2954488,
anemometry#n#1000365,
classical_architecture#n#5850512,
capacity#n#5040724,ёмкость
triple_jump#n#7487112,тройной прыжок
beanstalk#n#13150697,джек и бобовый стебель
white_marlin#n#2634405,
ignoble#a#1593624,
